Ensembl.Gene.ID	Chimpanzee.Ensembl.Gene.ID	Gibbon.Ensembl.Gene.ID	Gorilla.Ensembl.Gene.ID	Marmoset.Ensembl.Gene.ID	Olive.baboon.Ensembl.Gene.ID	Orangutan.Ensembl.Gene.ID	Vervet.AGM.Ensembl.Gene.ID	Macaque.Ensembl.Gene.ID
ENSG00000196584	ENSPTRG00000024178	ENSNLEG00000004686	ENSGGOG00000005955	ENSCJAG00000032080	ENSPANG00000015849	ENSPPYG00000018205	ENSCSAG00000006557	ENSMMUG00000002878
ENSG00000196586	ENSPTRG00000023525	ENSNLEG00000005076	ENSGGOG00000011400	ENSCJAG00000010541	ENSPANG00000019225	ENSPPYG00000016785	ENSCSAG00000017452	ENSMMUG00000005032
ENSG00000196588	ENSPTRG00000014409	ENSNLEG00000015359	ENSGGOG00000015180	ENSCJAG00000002850	ENSPANG00000024733	ENSPPYG00000011852	ENSCSAG00000005969	ENSMMUG00000020411
ENSG00000196591	ENSPTRG00000018519	ENSNLEG00000013058	ENSGGOG00000005428	ENSCJAG00000004635	ENSPANG00000004969	ENSPPYG00000016940	ENSCSAG00000015692	ENSMMUG00000008937
ENSG00000196611	ENSPTRG00000023318	ENSNLEG00000007171	ENSGGOG00000008869	ENSCJAG00000014107	ENSPANG00000018869	ENSPPYG00000003813	ENSCSAG00000003198	ENSMMUG00000002037
ENSG00000196628	ENSPTRG00000010040	ENSNLEG00000007981	ENSGGOG00000016297	ENSCJAG00000004038	ENSPANG00000009840	ENSPPYG00000009175	ENSCSAG00000018141	ENSMMUG00000012001
ENSG00000196632	ENSPTRG00000021936	ENSNLEG00000016198	ENSGGOG00000011572	ENSCJAG00000000221	ENSPANG00000006679	ENSPPYG00000020380	ENSCSAG00000012379	ENSMMUG00000005433
ENSG00000196636	ENSPTRG00000019427	ENSNLEG00000016014	ENSGGOG00000014829	ENSCJAG00000000598	ENSPANG00000006297	ENSPPYG00000017792	ENSCSAG00000013025	ENSMMUG00000014920
ENSG00000196652	ENSPTRG00000019455	ENSNLEG00000011141	ENSGGOG00000009555	ENSCJAG00000015788	ENSPANG00000000548	ENSPPYG00000017382	ENSCSAG00000017802	ENSMMUG00000020141
ENSG00000196655	ENSPTRG00000004362	ENSNLEG00000007379	ENSGGOG00000002646	ENSCJAG00000013703	ENSPANG00000011893	ENSPPYG00000003949	ENSCSAG00000002546	ENSMMUG00000016946
ENSG00000196660	ENSPTRG00000001994	ENSNLEG00000014114	ENSGGOG00000009511	ENSCJAG00000004103	ENSPANG00000019211	ENSPPYG00000000211	ENSCSAG00000015760	ENSMMUG00000000563
ENSG00000196663	ENSPTRG00000024401	ENSNLEG00000016024	ENSGGOG00000003523	ENSCJAG00000009815	ENSPANG00000018047	ENSPPYG00000006159	ENSCSAG00000010166	ENSMMUG00000003484
ENSG00000196678	ENSPTRG00000023918	ENSNLEG00000012358	ENSGGOG00000004534	ENSCJAG00000009400	ENSPANG00000019594	ENSPPYG00000007162	ENSCSAG00000007592	ENSMMUG00000016746
ENSG00000196684	ENSPTRG00000023880	ENSNLEG00000005429	ENSGGOG00000000044	ENSCJAG00000014114	ENSPANG00000004467	ENSPPYG00000009683	ENSCSAG00000005778	ENSMMUG00000028856
ENSG00000196700	ENSPTRG00000013766	ENSNLEG00000010204	ENSGGOG00000002088	ENSCJAG00000010553	ENSPANG00000020637	ENSPPYG00000029607	ENSCSAG00000016695	ENSMMUG00000015556
ENSG00000196711	ENSPTRG00000024172	ENSNLEG00000000759	ENSGGOG00000002382	ENSCJAG00000014625	ENSPANG00000015221	ENSPPYG00000018583	ENSCSAG00000014724	ENSMMUG00000003027
ENSG00000196712	ENSPTRG00000008970	ENSNLEG00000010582	ENSGGOG00000006983	ENSCJAG00000013924	ENSPANG00000023142	ENSPPYG00000008147	ENSCSAG00000006654	ENSMMUG00000008605
ENSG00000196730	ENSPTRG00000023384	ENSNLEG00000005244	ENSGGOG00000000084	ENSCJAG00000005569	ENSPANG00000024892	ENSPPYG00000019346	ENSCSAG00000007395	ENSMMUG00000017053
ENSG00000196739	ENSPTRG00000021286	ENSNLEG00000016786	ENSGGOG00000003717	ENSCJAG00000034343	ENSPANG00000025786	ENSPPYG00000019530	ENSCSAG00000012833	ENSMMUG00000031974
ENSG00000196743	ENSPTRG00000017431	ENSNLEG00000010966	ENSGGOG00000015302	ENSCJAG00000015524	ENSPANG00000003592	ENSPPYG00000015962	ENSCSAG00000010976	ENSMMUG00000022869
ENSG00000196748	ENSPTRG00000024123	ENSNLEG00000008771	ENSGGOG00000007944	ENSCJAG00000015754	ENSPANG00000022116	ENSPPYG00000016534	ENSCSAG00000010013	ENSMMUG00000015382
ENSG00000196754	ENSPTRG00000001354	ENSNLEG00000010409	ENSGGOG00000024473	ENSCJAG00000009055	ENSPANG00000014083	ENSPPYG00000000807	ENSCSAG00000001855	ENSMMUG00000010978
ENSG00000196776	ENSPTRG00000015188	ENSNLEG00000003645	ENSGGOG00000007652	ENSCJAG00000004949	ENSPANG00000020528	ENSPPYG00000013577	ENSCSAG00000006317	ENSMMUG00000008791
ENSG00000196781	ENSPTRG00000021048	ENSNLEG00000003182	ENSGGOG00000000751	ENSCJAG00000003424	ENSPANG00000024905	ENSPPYG00000019316	ENSCSAG00000007687	ENSMMUG00000003718
ENSG00000196782	ENSPTRG00000016459	ENSNLEG00000005077	ENSGGOG00000010453	ENSCJAG00000003065	ENSPANG00000023379	ENSPPYG00000015075	ENSCSAG00000003524	ENSMMUG00000021998
ENSG00000196792	ENSPTRG00000006238	ENSNLEG00000015856	ENSGGOG00000006096	ENSCJAG00000005822	ENSPANG00000020458	ENSPPYG00000005722	ENSCSAG00000015737	ENSMMUG00000011515
ENSG00000196793	ENSPTRG00000022725	ENSNLEG00000015896	ENSGGOG00000001913	ENSCJAG00000016278	ENSPANG00000022661	ENSPPYG00000002214	ENSCSAG00000018415	ENSMMUG00000022433
ENSG00000196811	ENSPTRG00000022726	ENSNLEG00000014319	ENSGGOG00000002100	ENSCJAG00000013767	ENSPANG00000019942	ENSPPYG00000013280	ENSCSAG00000006488	ENSMMUG00000022149
ENSG00000196812	ENSPTRG00000022859	ENSNLEG00000004468	ENSGGOG00000023909	ENSCJAG00000018686	ENSPANG00000012450	ENSPPYG00000016364	ENSCSAG00000007967	ENSMMUG00000003331
ENSG00000196814	ENSPTRG00000021375	ENSNLEG00000017403	ENSGGOG00000015432	ENSCJAG00000007059	ENSPANG00000024817	ENSPPYG00000019613	ENSCSAG00000013660	ENSMMUG00000000871
ENSG00000196821	ENSPTRG00000018068	ENSNLEG00000008387	ENSGGOG00000000388	ENSCJAG00000015304	ENSPANG00000020768	ENSPPYG00000016519	ENSCSAG00000009818	ENSMMUG00000022824
ENSG00000196843	ENSPTRG00000012234	ENSNLEG00000007764	ENSGGOG00000017068	ENSCJAG00000007759	ENSPANG00000012565	ENSPPYG00000012072	ENSCSAG00000017355	ENSMMUG00000030744
ENSG00000196859	ENSPTRG00000023017	ENSNLEG00000002318	ENSGGOG00000017063	ENSCJAG00000013697	ENSPANG00000021566	ENSPPYG00000008446	ENSCSAG00000002844	ENSMMUG00000001510
ENSG00000196865	ENSPTRG00000002955	ENSNLEG00000016187	ENSGGOG00000015188	ENSCJAG00000019217	ENSPANG00000020749	ENSPPYG00000002667	ENSCSAG00000005083	ENSMMUG00000016646
ENSG00000196872	ENSPTRG00000023576	ENSNLEG00000002071	ENSGGOG00000001883	ENSCJAG00000031536	ENSPANG00000016023	ENSPPYG00000012088	ENSCSAG00000017230	ENSMMUG00000017655
ENSG00000196878	ENSPTRG00000023820	ENSNLEG00000001675	ENSGGOG00000008432	ENSCJAG00000014913	ENSPANG00000024004	ENSPPYG00000000258	ENSCSAG00000015244	ENSMMUG00000016925
ENSG00000196900	ENSPTRG00000022761	ENSNLEG00000012247	ENSGGOG00000012192	ENSCJAG00000011071	ENSPANG00000022176	ENSPPYG00000015728	ENSCSAG00000014492	ENSMMUG00000015958
ENSG00000196914	ENSPTRG00000004393	ENSNLEG00000007405	ENSGGOG00000008723	ENSCJAG00000014200	ENSPANG00000014881	ENSPPYG00000003974	ENSCSAG00000002470	ENSMMUG00000012254
ENSG00000196923	ENSPTRG00000017587	ENSNLEG00000012737	ENSGGOG00000014435	ENSCJAG00000006678	ENSPANG00000009298	ENSPPYG00000016095	ENSCSAG00000008766	ENSMMUG00000003146
ENSG00000196932	ENSPTRG00000002530	ENSNLEG00000012122	ENSGGOG00000003595	ENSCJAG00000007057	ENSPANG00000022058	ENSPPYG00000002419	ENSCSAG00000007400	ENSMMUG00000014529
ENSG00000196935	ENSPTRG00000005170	ENSNLEG00000017079	ENSGGOG00000000078	ENSCJAG00000014842	ENSPANG00000007865	ENSPPYG00000004723	ENSCSAG00000004499	ENSMMUG00000001952
ENSG00000196937	ENSPTRG00000022727	ENSNLEG00000011915	ENSGGOG00000016446	ENSCJAG00000017203	ENSPANG00000006062	ENSPPYG00000017948	ENSCSAG00000010624	ENSMMUG00000002440
ENSG00000196943	ENSPTRG00000033813	ENSNLEG00000015426	ENSGGOG00000004689	ENSCJAG00000006675	ENSPANG00000022712	ENSPPYG00000005698	ENSCSAG00000015911	ENSMMUG00000010049
ENSG00000196950	ENSPTRG00000012760	ENSNLEG00000006791	ENSGGOG00000008154	ENSCJAG00000003534	ENSPANG00000024555	ENSPPYG00000013035	ENSCSAG00000012006	ENSMMUG00000005621
ENSG00000196954	ENSPTRG00000023646	ENSNLEG00000007194	ENSGGOG00000023145	ENSCJAG00000009805	ENSPANG00000018232	ENSPPYG00000003824	ENSCSAG00000003080	ENSMMUG00000009850
ENSG00000196968	ENSPTRG00000024232	ENSNLEG00000016737	ENSGGOG00000006179	ENSCJAG00000001513	ENSPANG00000022452	ENSPPYG00000002330	ENSCSAG00000008916	ENSMMUG00000013695
ENSG00000196975	ENSPTRG00000012019	ENSNLEG00000010114	ENSGGOG00000002124	ENSCJAG00000019192	ENSPANG00000006090	ENSPPYG00000012335	ENSCSAG00000015061	ENSMMUG00000000857
ENSG00000196981	ENSPTRG00000030152	ENSNLEG00000018651	ENSGGOG00000003266	ENSCJAG00000022130	ENSPANG00000015873	ENSPPYG00000013484	ENSCSAG00000018716	ENSMMUG00000016378
ENSG00000196990	ENSPTRG00000024369	ENSNLEG00000007759	ENSGGOG00000011138	ENSCJAG00000009993	ENSPANG00000026045	ENSPPYG00000019741	ENSCSAG00000015521	ENSMMUG00000017205
ENSG00000197024	ENSPTRG00000023917	ENSNLEG00000003700	ENSGGOG00000005812	ENSCJAG00000010213	ENSPANG00000015944	ENSPPYG00000018150	ENSCSAG00000007015	ENSMMUG00000013278
ENSG00000197037	ENSPTRG00000023744	ENSNLEG00000011195	ENSGGOG00000016950	ENSCJAG00000015783	ENSPANG00000023896	ENSPPYG00000017385	ENSCSAG00000017807	ENSMMUG00000022728
ENSG00000197046	ENSPTRG00000024035	ENSNLEG00000010918	ENSGGOG00000007810	ENSCJAG00000008603	ENSPANG00000013868	ENSPPYG00000009127	ENSCSAG00000017954	ENSMMUG00000003561
ENSG00000197056	ENSPTRG00000000516	ENSNLEG00000003575	ENSGGOG00000028505	ENSCJAG00000001420	ENSPANG00000020898	ENSPPYG00000001561	ENSCSAG00000001081	ENSMMUG00000016479
ENSG00000197063	ENSPTRG00000030738	ENSNLEG00000007508	ENSGGOG00000026754	ENSCJAG00000018272	ENSPANG00000019130	ENSPPYG00000008754	ENSCSAG00000002199	ENSMMUG00000012893
ENSG00000197070	ENSPTRG00000021605	ENSNLEG00000009241	ENSGGOG00000011994	ENSCJAG00000013439	ENSPANG00000026442	ENSPPYG00000019835	ENSCSAG00000016855	ENSMMUG00000019611
ENSG00000197079	ENSPTRG00000023885	ENSNLEG00000010711	ENSGGOG00000016868	ENSCJAG00000035034	ENSPANG00000021556	ENSPPYG00000008419	ENSCSAG00000002967	ENSMMUG00000018645
ENSG00000197081	ENSPTRG00000018764	ENSNLEG00000011313	ENSGGOG00000001658	ENSCJAG00000011908	ENSPANG00000018547	ENSPPYG00000017149	ENSCSAG00000012403	ENSMMUG00000015658
ENSG00000197106	ENSPTRG00000023683	ENSNLEG00000003562	ENSGGOG00000013131	ENSCJAG00000003381	ENSPANG00000015879	ENSPPYG00000001054	ENSCSAG00000001561	ENSMMUG00000021544
ENSG00000197114	ENSPTRG00000013750	ENSNLEG00000010146	ENSGGOG00000004801	ENSCJAG00000010398	ENSPANG00000005904	ENSPPYG00000011246	ENSCSAG00000016628	ENSMMUG00000000171
ENSG00000197119	ENSPTRG00000006718	ENSNLEG00000001005	ENSGGOG00000004705	ENSCJAG00000016864	ENSPANG00000022750	ENSPPYG00000006140	ENSCSAG00000010371	ENSMMUG00000009738
ENSG00000197122	ENSPTRG00000013474	ENSNLEG00000006271	ENSGGOG00000007437	ENSCJAG00000021512	ENSPANG00000015298	ENSPPYG00000010985	ENSCSAG00000013699	ENSMMUG00000020131
ENSG00000197142	ENSPTRG00000002946	ENSNLEG00000015730	ENSGGOG00000004598	ENSCJAG00000018943	ENSPANG00000020795	ENSPPYG00000002657	ENSCSAG00000005137	ENSMMUG00000001155
ENSG00000197147	ENSPTRG00000022980	ENSNLEG00000010258	ENSGGOG00000006067	ENSCJAG00000001922	ENSPANG00000012682	ENSPPYG00000001169	ENSCSAG00000001453	ENSMMUG00000017707
ENSG00000197150	ENSPTRG00000019870	ENSNLEG00000004032	ENSGGOG00000016858	ENSCJAG00000020233	ENSPANG00000010540	ENSPPYG00000018180	ENSCSAG00000006735	ENSMMUG00000020442
ENSG00000197153	ENSPTRG00000040571	ENSNLEG00000018367	ENSGGOG00000022244	ENSCJAG00000018698	ENSPANG00000015421	ENSPPYG00000025881	ENSCSAG00000019089	ENSMMUG00000023722
ENSG00000197157	ENSPTRG00000023911	ENSNLEG00000012263	ENSGGOG00000009614	ENSCJAG00000017668	ENSPANG00000011997	ENSPPYG00000017972	ENSCSAG00000010182	ENSMMUG00000015432
ENSG00000197168	ENSPTRG00000024302	ENSNLEG00000003989	ENSGGOG00000005881	ENSCJAG00000011320	ENSPANG00000005102	ENSPPYG00000005387	ENSCSAG00000017678	ENSMMUG00000016523
ENSG00000197170	ENSPTRG00000022722	ENSNLEG00000001265	ENSGGOG00000014761	ENSCJAG00000008691	ENSPANG00000020562	ENSPPYG00000008565	ENSCSAG00000004164	ENSMMUG00000002132
ENSG00000197181	ENSPTRG00000022613	ENSNLEG00000015534	ENSGGOG00000008783	ENSCJAG00000020263	ENSPANG00000018061	ENSPPYG00000018420	ENSCSAG00000016512	ENSMMUG00000014438
ENSG00000197208	ENSPTRG00000017215	ENSNLEG00000012690	ENSGGOG00000010429	ENSCJAG00000012966	ENSPANG00000024866	ENSPPYG00000015759	ENSCSAG00000013829	ENSMMUG00000009301
ENSG00000197217	ENSPTRG00000020078	ENSNLEG00000015948	ENSGGOG00000010428	ENSCJAG00000020099	ENSPANG00000000652	ENSPPYG00000018437	ENSCSAG00000016236	ENSMMUG00000016659
ENSG00000197249	ENSPTRG00000023666	ENSNLEG00000017269	ENSGGOG00000007890	ENSCJAG00000009782	ENSPANG00000001168	ENSPPYG00000006103	ENSCSAG00000010926	ENSMMUG00000020426
ENSG00000197256	ENSPTRG00000010492	ENSNLEG00000012488	ENSGGOG00000010544	ENSCJAG00000005881	ENSPANG00000014400	ENSPPYG00000009571	ENSCSAG00000006850	ENSMMUG00000023251
ENSG00000197273	ENSPTRG00000023425	ENSNLEG00000012285	ENSGGOG00000011516	ENSCJAG00000003087	ENSPANG00000008252	ENSPPYG00000001473	ENSCSAG00000001161	ENSMMUG00000014550
ENSG00000197275	ENSPTRG00000020427	ENSNLEG00000003062	ENSGGOG00000023516	ENSCJAG00000000080	ENSPANG00000019566	ENSPPYG00000018750	ENSCSAG00000012712	ENSMMUG00000005659
ENSG00000197279	ENSPTRG00000024278	ENSNLEG00000004453	ENSGGOG00000014164	ENSCJAG00000018687	ENSPANG00000020542	ENSPPYG00000016363	ENSCSAG00000007960	ENSMMUG00000020831
ENSG00000197296	ENSPTRG00000013516	ENSNLEG00000006590	ENSGGOG00000014956	ENSCJAG00000017787	ENSPANG00000022713	ENSPPYG00000011029	ENSCSAG00000014112	ENSMMUG00000002840
ENSG00000197299	ENSPTRG00000007460	ENSNLEG00000012087	ENSGGOG00000007710	ENSCJAG00000009803	ENSPANG00000018572	ENSPPYG00000006784	ENSCSAG00000017040	ENSMMUG00000019526
ENSG00000197309	ENSPTRG00000022807	ENSNLEG00000019242	ENSGGOG00000025571	ENSCJAG00000007876	ENSPANG00000021113	ENSPPYG00000004000	ENSCSAG00000002392	ENSMMUG00000015425
ENSG00000197312	ENSPTRG00000024059	ENSNLEG00000018559	ENSGGOG00000013537	ENSCJAG00000008625	ENSPANG00000015838	ENSPPYG00000001841	ENSCSAG00000000836	ENSMMUG00000019912
ENSG00000197323	ENSPTRG00000001133	ENSNLEG00000004699	ENSGGOG00000016429	ENSCJAG00000012339	ENSPANG00000016076	ENSPPYG00000001001	ENSCSAG00000001649	ENSMMUG00000014620
ENSG00000197324	ENSPTRG00000006149	ENSNLEG00000014773	ENSGGOG00000015695	ENSCJAG00000008522	ENSPANG00000003911	ENSPPYG00000005647	ENSCSAG00000016235	ENSMMUG00000016100
ENSG00000197329	ENSPTRG00000023869	ENSNLEG00000009891	ENSGGOG00000013460	ENSCJAG00000006889	ENSPANG00000008630	ENSPPYG00000012369	ENSCSAG00000014710	ENSMMUG00000008773
ENSG00000197345	ENSPTRG00000003988	ENSNLEG00000006605	ENSGGOG00000012124	ENSCJAG00000015881	ENSPANG00000018811	ENSPPYG00000002966	ENSCSAG00000009065	ENSMMUG00000010124
ENSG00000197355	ENSPTRG00000021590	ENSNLEG00000008911	ENSGGOG00000007133	ENSCJAG00000012920	ENSPANG00000026288	ENSPPYG00000019805	ENSCSAG00000016457	ENSMMUG00000007114
ENSG00000197362	ENSPTRG00000022947	ENSNLEG00000003681	ENSGGOG00000009193	ENSCJAG00000010198	ENSPANG00000019897	ENSPPYG00000018149	ENSCSAG00000007023	ENSMMUG00000018549
ENSG00000197376	ENSPTRG00000023679	ENSNLEG00000017879	ENSGGOG00000003022	ENSCJAG00000020724	ENSPANG00000006685	ENSPPYG00000004461	ENSCSAG00000006270	ENSMMUG00000000539
ENSG00000197381	ENSPTRG00000013997	ENSNLEG00000002514	ENSGGOG00000013244	ENSCJAG00000018646	ENSPANG00000020871	ENSPPYG00000011514	ENSCSAG00000007489	ENSMMUG00000010695
ENSG00000197386	ENSPTRG00000015854	ENSNLEG00000000273	ENSGGOG00000016385	ENSCJAG00000014069	ENSPANG00000020180	ENSPPYG00000014551	ENSCSAG00000015865	ENSMMUG00000008392
ENSG00000197403	ENSPTRG00000030370	ENSNLEG00000019156	ENSGGOG00000008834	ENSCJAG00000022041	ENSPANG00000003587	ENSPPYG00000010633	ENSCSAG00000000075	ENSMMUG00000018450
ENSG00000197415	ENSPTRG00000022665	ENSNLEG00000004031	ENSGGOG00000034894	ENSCJAG00000004747	ENSPANG00000010193	ENSPPYG00000014238	ENSCSAG00000012098	ENSMMUG00000022848
ENSG00000197416	ENSPTRG00000022654	ENSNLEG00000002515	ENSGGOG00000016835	ENSCJAG00000000433	ENSPANG00000015930	ENSPPYG00000018703	ENSCSAG00000013247	ENSMMUG00000019337
ENSG00000197417	ENSPTRG00000008570	ENSNLEG00000017248	ENSGGOG00000009885	ENSCJAG00000007109	ENSPANG00000024359	ENSPPYG00000007816	ENSCSAG00000013604	ENSMMUG00000023388
ENSG00000197429	ENSPTRG00000024149	ENSNLEG00000016693	ENSGGOG00000013338	ENSCJAG00000013788	ENSPANG00000004692	ENSPPYG00000001404	ENSCSAG00000001223	ENSMMUG00000001831
ENSG00000197442	ENSPTRG00000024326	ENSNLEG00000014849	ENSGGOG00000015494	ENSCJAG00000008383	ENSPANG00000015068	ENSPPYG00000017034	ENSCSAG00000016892	ENSMMUG00000016376
ENSG00000197444	ENSPTRG00000002492	ENSNLEG00000026732	ENSGGOG00000006646	ENSCJAG00000013181	ENSPANG00000022654	ENSPPYG00000002258	ENSCSAG00000010453	ENSMMUG00000000275
ENSG00000197448	ENSPTRG00000019803	ENSNLEG00000003024	ENSGGOG00000012126	ENSCJAG00000009548	ENSPANG00000025948	ENSPPYG00000018113	ENSCSAG00000007308	ENSMMUG00000012628
ENSG00000197457	ENSPTRG00000030476	ENSNLEG00000010103	ENSGGOG00000004779	ENSCJAG00000010324	ENSPANG00000024130	ENSPPYG00000011243	ENSCSAG00000016432	ENSMMUG00000021297
ENSG00000197461	ENSPTRG00000034504	ENSNLEG00000008251	ENSGGOG00000011921	ENSCJAG00000004948	ENSPANG00000022603	ENSPPYG00000017286	ENSCSAG00000017534	ENSMMUG00000004949
ENSG00000197467	ENSPTRG00000002579	ENSNLEG00000011295	ENSGGOG00000005032	ENSCJAG00000016435	ENSPANG00000022178	ENSPPYG00000002378	ENSCSAG00000008138	ENSMMUG00000005716
ENSG00000197471	ENSPTRG00000031232	ENSNLEG00000015764	ENSGGOG00000004636	ENSCJAG00000022920	ENSPANG00000016497	ENSPPYG00000007261	ENSCSAG00000006094	ENSMMUG00000016143
ENSG00000197487	ENSPTRG00000022571	ENSNLEG00000010775	ENSGGOG00000014081	ENSCJAG00000020271	ENSPANG00000012097	ENSPPYG00000010441	ENSCSAG00000001680	ENSMMUG00000015530
ENSG00000197496	ENSPTRG00000013588	ENSNLEG00000006898	ENSGGOG00000013337	ENSCJAG00000016896	ENSPANG00000024500	ENSPPYG00000011098	ENSCSAG00000014874	ENSMMUG00000016927
ENSG00000197506	ENSPTRG00000023914	ENSNLEG00000003626	ENSGGOG00000001212	ENSCJAG00000003868	ENSPANG00000024883	ENSPPYG00000019329	ENSCSAG00000007516	ENSMMUG00000008685
ENSG00000197520	ENSPTRG00000023862	ENSNLEG00000013531	ENSGGOG00000017105	ENSCJAG00000031382	ENSPANG00000017950	ENSPPYG00000000194	ENSCSAG00000015998	ENSMMUG00000015028
ENSG00000197535	ENSPTRG00000023562	ENSNLEG00000006513	ENSGGOG00000006379	ENSCJAG00000000894	ENSPANG00000017406	ENSPPYG00000006486	ENSCSAG00000011520	ENSMMUG00000007509
ENSG00000197555	ENSPTRG00000023075	ENSNLEG00000002117	ENSGGOG00000013648	ENSCJAG00000014597	ENSPANG00000010341	ENSPPYG00000005960	ENSCSAG00000012918	ENSMMUG00000020067
ENSG00000197561	ENSPTRG00000023440	ENSNLEG00000001009	ENSGGOG00000000779	ENSCJAG00000035304	ENSPANG00000012222	ENSPPYG00000009294	ENSCSAG00000012715	ENSMMUG00000009674
ENSG00000197562	ENSPTRG00000007546	ENSNLEG00000008108	ENSGGOG00000007887	ENSCJAG00000036629	ENSPANG00000007711	ENSPPYG00000006914	ENSCSAG00000012720	ENSMMUG00000013198
ENSG00000197563	ENSPTRG00000010072	ENSNLEG00000008507	ENSGGOG00000005051	ENSCJAG00000003367	ENSPANG00000012687	ENSPPYG00000009203	ENSCSAG00000018179	ENSMMUG00000002204
ENSG00000197565	ENSPTRG00000022171	ENSNLEG00000014085	ENSGGOG00000002973	ENSCJAG00000007564	ENSPANG00000004840	ENSPPYG00000020620	ENSCSAG00000008885	ENSMMUG00000007205
ENSG00000197580	ENSPTRG00000023726	ENSNLEG00000007297	ENSGGOG00000011413	ENSCJAG00000012446	ENSPANG00000006648	ENSPPYG00000003878	ENSCSAG00000002818	ENSMMUG00000015249
ENSG00000197586	ENSPTRG00000013338	ENSNLEG00000015563	ENSGGOG00000014904	ENSCJAG00000011772	ENSPANG00000026175	ENSPPYG00000010783	ENSCSAG00000017511	ENSMMUG00000011874
ENSG00000197587	ENSPTRG00000024252	ENSNLEG00000016458	ENSGGOG00000012073	ENSCJAG00000021141	ENSPANG00000018121	ENSPPYG00000001394	ENSCSAG00000001235	ENSMMUG00000014634
ENSG00000197594	ENSPTRG00000018603	ENSNLEG00000014508	ENSGGOG00000011164	ENSCJAG00000003010	ENSPANG00000021190	ENSPPYG00000017010	ENSCSAG00000016660	ENSMMUG00000014151
ENSG00000197599	ENSPTRG00000023886	ENSNLEG00000008642	ENSGGOG00000014932	ENSCJAG00000014379	ENSPANG00000019550	ENSPPYG00000006953	ENSCSAG00000011633	ENSMMUG00000021102
ENSG00000197603	ENSPTRG00000023298	ENSNLEG00000016160	ENSGGOG00000015352	ENSCJAG00000018003	ENSPANG00000022779	ENSPPYG00000015405	ENSCSAG00000017005	ENSMMUG00000022166
ENSG00000197619	ENSPTRG00000023042	ENSNLEG00000005978	ENSGGOG00000008526	ENSCJAG00000002045	ENSPANG00000008085	ENSPPYG00000010331	ENSCSAG00000002000	ENSMMUG00000003712
ENSG00000197622	ENSPTRG00000023156	ENSNLEG00000010075	ENSGGOG00000008215	ENSCJAG00000007133	ENSPANG00000022420	ENSPPYG00000000880	ENSCSAG00000000543	ENSMMUG00000010074
ENSG00000197632	ENSPTRG00000023897	ENSNLEG00000008933	ENSGGOG00000025667	ENSCJAG00000006860	ENSPANG00000015213	ENSPPYG00000009222	ENSCSAG00000018206	ENSMMUG00000016617
ENSG00000197635	ENSPTRG00000024079	ENSNLEG00000002355	ENSGGOG00000005778	ENSCJAG00000005739	ENSPANG00000018066	ENSPPYG00000012884	ENSCSAG00000015640	ENSMMUG00000008387
ENSG00000197641	ENSPTRG00000024181	ENSNLEG00000008779	ENSGGOG00000015299	ENSCJAG00000006802	ENSPANG00000017624	ENSPPYG00000009217	ENSCSAG00000018200	ENSMMUG00000004565
ENSG00000197646	ENSPTRG00000020756	ENSNLEG00000009028	ENSGGOG00000001681	ENSCJAG00000011422	ENSPANG00000025172	ENSPPYG00000019236	ENSCSAG00000008883	ENSMMUG00000017991
ENSG00000197651	ENSPTRG00000023775	ENSNLEG00000018762	ENSGGOG00000010742	ENSCJAG00000019561	ENSPANG00000004928	ENSPPYG00000004822	ENSCSAG00000003756	ENSMMUG00000010912
ENSG00000197702	ENSPTRG00000003373	ENSNLEG00000017668	ENSGGOG00000014652	ENSCJAG00000010314	ENSPANG00000012056	ENSPPYG00000003476	ENSCSAG00000004674	ENSMMUG00000020956
ENSG00000197705	ENSPTRG00000023330	ENSNLEG00000006376	ENSGGOG00000025011	ENSCJAG00000020891	ENSPANG00000013400	ENSPPYG00000009097	ENSCSAG00000017882	ENSMMUG00000008190
ENSG00000197712	ENSPTRG00000023549	ENSNLEG00000017062	ENSGGOG00000012372	ENSCJAG00000000820	ENSPANG00000016873	ENSPPYG00000014670	ENSCSAG00000016873	ENSMMUG00000004471
ENSG00000197724	ENSPTRG00000021128	ENSNLEG00000016619	ENSGGOG00000004414	ENSCJAG00000017343	ENSPANG00000024693	ENSPPYG00000019392	ENSCSAG00000007054	ENSMMUG00000008281
ENSG00000197746	ENSPTRG00000023687	ENSNLEG00000016317	ENSGGOG00000008433	ENSCJAG00000007212	ENSPANG00000022310	ENSPPYG00000002357	ENSCSAG00000008477	ENSMMUG00000012969
ENSG00000197747	ENSPTRG00000001302	ENSNLEG00000013123	ENSGGOG00000025421	ENSCJAG00000008139	ENSPANG00000019927	ENSPPYG00000000850	ENSCSAG00000001830	ENSMMUG00000011656
ENSG00000197748	ENSPTRG00000002924	ENSNLEG00000015332	ENSGGOG00000000899	ENSCJAG00000018443	ENSPANG00000020924	ENSPPYG00000002632	ENSCSAG00000005256	ENSMMUG00000015328
ENSG00000197766	ENSPTRG00000023827	ENSNLEG00000001013	ENSGGOG00000000781	ENSCJAG00000020146	ENSPANG00000014347	ENSPPYG00000009295	ENSCSAG00000012691	ENSMMUG00000028947
